region,anzsic_descriptor,sub_industry,household_category,gas,units,magnitude,year,data_val
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,85.31
Northland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,88.68
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,117.32
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,119.03
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,124.23
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,130.36
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,132.17
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,133.96
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,136.91
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,139.61
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,139.93
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,129.92
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,135.06
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,143.56
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,142.35
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,137.3
Otago,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,138.25
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,82.18
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,81.84
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,80.44
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,89.37
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,91.51
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,92.32
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,94.24
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,94.71
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,94.28
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,85.49
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,88.82
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,92.19
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.82
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,85.72
Southland,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,88.2
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,78.51
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,76.45
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,73.22
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,76.17
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,77.15
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,78.09
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,88.65
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,99.64
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,103.76
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,93.9
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,90.86
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,82.97
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,78.11
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,73.73
Taranaki,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,75.51
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,58.69
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,56.28
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,55.92
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,63.27
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,63.89
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,62.96
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,65.97
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,60.74
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,58.71
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,50.45
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,58.28
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,62.74
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,64.14
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,62.43
Tasman/Nelson,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,61.77
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,215.67
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,218.03
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,208.75
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,225.47
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,237.8
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,239.76
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,238.57
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,237
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,228.37
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,217.56
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,229.13
Waikato,"Transport, postal, and warehousing","Road, rail, water, and other transport services",Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,230.82
